Fecha;Fondo;n;Peso;Var_porc;Actualizacion;porc_1_5;porc_2_5
13/7/2023;FINANCIERO;38;86.43;0.632025477;;
13/7/2023;GLOBAL;44;87.82;1.146649194;;
13/7/2023;JAPON;54;90.39;1.697977177;;
13/7/2023;MEGATRENDS;41;98.16;0.951765436;;
13/7/2023;NEWENERGY;42;94.18;0.766513808;;
13/7/2023;SANIDAD;53;95.79;0.114680058;;
13/7/2023;SECTORINMOBILIARIO;43;97.64;0.649129687;;
13/7/2023;SMALLCAPS;51;88.22;0.356996626;;
13/7/2023;TECNOLOGICO;41;97.59;1.816202204;;
13/7/2023;ZVIX;2;10;0.051698671;;
13/7/2023;ZVSTOXX;6;30;-0.100089735;;
13/7/2023;ZVXN;2;10;0.154004107;;
14/7/2023;ALPHA;20;59.96;-0.162351723;;
14/7/2023;BESTIDEAS;14;39.51;-0.046218592;;
14/7/2023;BOLSAESPANA;32;99.16;0.105113776;;
14/7/2023;BOLSAEUROPA;57;90.98;0.360786892;;
14/7/2023;BOLSAINTERNACIONAL;22;34.04;0.112150506;;
14/7/2023;BOLSAUSA;1;0;0;;
14/7/2023;DIVIDENDO;33;68.16;0.1361353;;
14/7/2023;FINANCIERO;20;43.48;-0.04401251;;
14/7/2023;GLOBAL;16;30.91;0.19849619;;
14/7/2023;JAPON;54;90.39;-0.083200205;;
14/7/2023;MEGATRENDS;16;36.68;0.041242293;;
14/7/2023;NEWENERGY;29;67.88;-0.105716571;;
14/7/2023;SANIDAD;18;33.93;0.243723164;;
14/7/2023;SECTORINMOBILIARIO;26;58.04;0.146639692;;
14/7/2023;SMALLCAPS;51;88.22;0.165360914;;
14/7/2023;TECNOLOGICO;11;19.55;-0.265947989;;
14/7/2023;ZVIX;1;0;0;;
14/7/2023;ZVSTOXX;3;0;0;;
14/7/2023;ZVXN;1;0;0;;
17/7/2023;ALPHA;27;81.72;-0.16906208;;
17/7/2023;BESTIDEAS;31;78.76;-0.035433232;;
17/7/2023;BOLSAESPANA;32;99.16;-0.00847925;;
